date,store_id,product_id,units_sold,demand,price,discount,promotion
2023-04-24,S004,P0005,141,242,92.27,15,1
2023-04-24,S004,P0006,129,156,39.23,10,1
2023-04-24,S004,P0007,145,126,33.01,0,0
2023-04-24,S004,P0008,53,51,71.29,25,1
2023-04-24,S004,P0009,35,42,90.16,5,0
2023-04-24,S004,P0010,68,88,22.55,10,0
2023-04-24,S004,P0011,32,112,59.72,10,1
2023-04-24,S004,P0012,27,31,85.85,10,0
2023-04-24,S004,P0013,133,122,19.85,15,1
2023-04-24,S004,P0014,52,59,126.73,20,1
2023-04-24,S004,P0015,20,34,78.45,10,0
2023-04-24,S004,P0016,26,31,94.52,10,0
2023-04-24,S004,P0017,152,134,93.39,15,1
2023-04-24,S004,P0018,83,73,128.83,20,1
2023-04-24,S004,P0019,169,149,55.83,25,1
2023-04-24,S004,P0020,30,34,112.04,0,0
2023-04-24,S005,P0001,80,87,10.98,10,0
2023-04-24,S005,P0002,59,53,33.86,5,0
2023-04-24,S005,P0003,13,14,18.73,15,1
2023-04-24,S005,P0004,52,67,6.92,0,0
2023-04-24,S005,P0005,63,96,12.8,25,1
2023-04-24,S005,P0006,88,75,46.74,15,1
2023-04-24,S005,P0007,67,83,74.05,10,0
2023-04-24,S005,P0008,53,62,46.62,20,1
2023-04-24,S005,P0009,119,103,97.38,0,0
2023-04-24,S005,P0010,37,60,52.32,0,0
2023-04-24,S005,P0011,50,50,58.08,15,1
2023-04-24,S005,P0012,17,28,107.63,0,0
2023-04-24,S005,P0013,78,106,64.31,20,1
2023-04-24,S005,P0014,20,27,109.77,20,1
2023-04-24,S005,P0015,52,83,50.14,0,0
2023-04-24,S005,P0016,26,29,25.94,5,0
2023-04-24,S005,P0017,12,12,25.75,10,1
2023-04-24,S005,P0018,51,118,18.51,25,1
2023-04-24,S005,P0019,6,5,99.46,10,1
2023-04-24,S005,P0020,10,16,21.65,5,0
2023-04-25,S001,P0001,50,57,59.44,5,0
2023-04-25,S001,P0002,92,144,79.89,0,0
2023-04-25,S001,P0003,112,120,53.54,10,0
2023-04-25,S001,P0004,47,74,79.4,25,1
2023-04-25,S001,P0005,86,133,59.21,15,1
2023-04-25,S001,P0006,46,66,35.25,5,0
2023-04-25,S001,P0007,61,83,19.87,20,1
2023-04-25,S001,P0008,54,64,40.21,0,0
2023-04-25,S001,P0009,95,113,74.55,25,1
2023-04-25,S001,P0010,31,29,112.81,0,0
2023-04-25,S001,P0011,28,27,134.57,0,0
2023-04-25,S001,P0012,54,80,70.02,10,0
2023-04-25,S001,P0013,31,38,28.32,0,0
2023-04-25,S001,P0014,71,70,69.68,0,0
2023-04-25,S001,P0015,4,4,10.61,10,0
2023-04-25,S001,P0016,130,110,34.3,15,1
2023-04-25,S001,P0017,75,75,19.11,10,1
2023-04-25,S001,P0018,94,125,52.97,20,1
2023-04-25,S001,P0019,68,62,80.7,25,1
2023-04-25,S001,P0020,46,39,104.07,0,0
2023-04-25,S002,P0001,50,50,71.78,0,0
2023-04-25,S002,P0002,43,36,26.58,0,0
2023-04-25,S002,P0003,23,48,64.23,5,0
2023-04-25,S002,P0004,73,102,36.29,15,1
2023-04-25,S002,P0005,109,114,82.97,20,1
2023-04-25,S002,P0006,78,131,69.7,5,0
2023-04-25,S002,P0007,5,8,18.14,15,1
2023-04-25,S002,P0008,76,74,21.38,10,0
2023-04-25,S002,P0009,140,118,52.44,25,1
2023-04-25,S002,P0010,68,102,89.94,5,0
2023-04-25,S002,P0011,74,82,85.82,5,0
2023-04-25,S002,P0012,24,34,49.22,10,0
2023-04-25,S002,P0013,81,111,23.16,0,0
2023-04-25,S002,P0014,18,28,91.96,5,0
2023-04-25,S002,P0015,108,106,67.32,10,0
2023-04-25,S002,P0016,67,95,79.22,15,1
2023-04-25,S002,P0017,45,41,16.28,10,1
2023-04-25,S002,P0018,78,121,25.43,20,1
2023-04-25,S002,P0019,115,102,84.87,10,1
2023-04-25,S002,P0020,43,44,115.52,5,0
2023-04-25,S003,P0001,62,62,14.23,5,0
2023-04-25,S003,P0002,67,83,50.66,10,0
2023-04-25,S003,P0003,43,38,72.62,5,0
2023-04-25,S003,P0004,100,109,19.18,20,1
2023-04-25,S003,P0005,98,108,22.43,10,1
2023-04-25,S003,P0006,17,27,30.29,5,0
2023-04-25,S003,P0007,87,136,14.65,20,1
2023-04-25,S003,P0008,64,78,109.06,5,0
2023-04-25,S003,P0009,38,46,40.42,10,1
2023-04-25,S003,P0010,70,62,31.1,10,0
2023-04-25,S003,P0011,32,38,105.44,0,0
2023-04-25,S003,P0012,16,18,74.97,5,0
2023-04-25,S003,P0013,77,78,71.62,0,0
2023-04-25,S003,P0014,66,82,90.12,5,0
2023-04-25,S003,P0015,62,89,95.18,0,0
2023-04-25,S003,P0016,107,108,93.97,10,1
2023-04-25,S003,P0017,42,38,89.07,20,1
2023-04-25,S003,P0018,22,28,88.77,25,1
2023-04-25,S003,P0019,80,67,44.61,10,1
2023-04-25,S003,P0020,51,54,64.06,0,0
2023-04-25,S004,P0001,145,148,13.62,0,0
2023-04-25,S004,P0002,78,73,16.79,10,0
2023-04-25,S004,P0003,27,35,126.05,0,0
2023-04-25,S004,P0004,79,115,47.76,20,1
2023-04-25,S004,P0005,213,212,85.44,20,1
2023-04-25,S004,P0006,79,83,36.64,0,0
2023-04-25,S004,P0007,78,80,22.99,15,1
2023-04-25,S004,P0008,24,24,80.74,0,0
2023-04-25,S004,P0009,104,121,112.7,10,1
2023-04-25,S004,P0010,67,60,22.7,0,0
2023-04-25,S004,P0011,69,72,54.94,5,0
2023-04-25,S004,P0012,44,50,92.6,10,0
2023-04-25,S004,P0013,43,60,17.05,5,0
2023-04-25,S004,P0014,26,41,147.89,0,0
2023-04-25,S004,P0015,24,21,74.19,10,0
2023-04-25,S004,P0016,57,50,101.92,10,1
2023-04-25,S004,P0017,143,172,104.13,15,1
2023-04-25,S004,P0018,52,51,111.02,25,1
2023-04-25,S004,P0019,136,197,68.3,15,1
2023-04-25,S004,P0020,18,23,101.68,5,0
2023-04-25,S005,P0001,103,109,12.45,5,0
2023-04-25,S005,P0002,56,51,35.36,5,0
2023-04-25,S005,P0003,13,14,21.01,5,0
2023-04-25,S005,P0004,25,22,5.47,10,1
2023-04-25,S005,P0005,69,83,14.71,10,1
2023-04-25,S005,P0006,88,77,58.34,0,0
2023-04-25,S005,P0007,60,66,58.72,20,1
2023-04-25,S005,P0008,57,48,49.74,5,0
2023-04-25,S005,P0009,0,89,74.49,20,1
2023-04-25,S005,P0010,33,48,49.93,5,0
2023-04-25,S005,P0011,36,35,61.22,5,0
2023-04-25,S005,P0012,27,24,106.17,5,0
2023-04-25,S005,P0013,56,52,60.1,5,0
2023-04-25,S005,P0014,54,63,150.63,10,0
2023-04-25,S005,P0015,50,75,46.31,5,0
2023-04-25,S005,P0016,45,41,25.86,10,1
2023-04-25,S005,P0017,24,29,27.76,10,1
2023-04-25,S005,P0018,65,79,15.47,25,1
2023-04-25,S005,P0019,28,26,103.08,15,1
2023-04-25,S005,P0020,38,36,22.31,10,0
2023-04-26,S001,P0001,37,55,49.76,20,1
2023-04-26,S001,P0002,88,132,69.54,5,0
2023-04-26,S001,P0003,87,108,54.42,10,0
2023-04-26,S001,P0004,46,39,83.53,5,0
2023-04-26,S001,P0005,77,80,50.15,10,0
2023-04-26,S001,P0006,28,37,29.68,15,1
2023-04-26,S001,P0007,50,72,22.68,0,0
2023-04-26,S001,P0008,58,56,37.03,5,0
2023-04-26,S001,P0009,91,122,102.28,0,0
2023-04-26,S001,P0010,27,26,94.91,15,1
2023-04-26,S001,P0011,46,44,144.31,0,0
2023-04-26,S001,P0012,76,96,74.08,10,1
2023-04-26,S001,P0013,32,44,27.62,5,0
2023-04-26,S001,P0014,68,66,65.2,5,0
2023-04-26,S001,P0015,6,6,10.15,10,0
2023-04-26,S001,P0016,63,54,29.83,10,0
2023-04-26,S001,P0017,51,54,17.66,10,0
2023-04-26,S001,P0018,62,90,59.09,0,0
2023-04-26,S001,P0019,63,66,98.5,10,1
2023-04-26,S001,P0020,25,28,79.41,20,1
2023-04-26,S002,P0001,155,150,85.57,10,1
2023-04-26,S002,P0002,79,66,26.93,10,0
2023-04-26,S002,P0003,80,79,79.79,0,0
2023-04-26,S002,P0004,157,150,46.93,5,0
2023-04-26,S002,P0005,51,56,72.48,10,0
2023-04-26,S002,P0006,118,118,59.94,15,1
2023-04-26,S002,P0007,43,49,24.09,0,0
2023-04-26,S002,P0008,53,84,23.39,5,0
2023-04-26,S002,P0009,94,111,61.55,10,0
2023-04-26,S002,P0010,50,46,65.75,15,1
2023-04-26,S002,P0011,80,103,101.82,0,0
2023-04-26,S002,P0012,105,101,55.38,25,1
2023-04-26,S002,P0013,110,114,22.15,10,0
2023-04-26,S002,P0014,35,57,108.98,0,0
2023-04-26,S002,P0015,32,84,66.09,5,0
2023-04-26,S002,P0016,58,61,70.75,10,0
2023-04-26,S002,P0017,21,33,16.62,0,0
2023-04-26,S002,P0018,92,99,28.2,5,0
2023-04-26,S002,P0019,146,242,97.65,25,1
2023-04-26,S002,P0020,31,34,87.44,25,1
2023-04-26,S003,P0001,33,66,14.42,10,1
2023-04-26,S003,P0002,83,115,59.48,0,0
2023-04-26,S003,P0003,30,36,75.77,0,0
2023-04-26,S003,P0004,76,94,20.52,10,0
2023-04-26,S003,P0005,17,24,18.22,0,0
2023-04-26,S003,P0006,31,45,27.56,20,1
2023-04-26,S003,P0007,137,115,18.1,0,0
2023-04-26,S003,P0008,53,60,96.51,10,0
2023-04-26,S003,P0009,69,59,44.96,5,0
2023-04-26,S003,P0010,49,60,30.61,15,1
2023-04-26,S003,P0011,56,72,120.3,0,0
2023-04-26,S003,P0012,14,20,63.43,20,1
2023-04-26,S003,P0013,61,88,70.4,0,0
2023-04-26,S003,P0014,60,64,84.29,0,0
2023-04-26,S003,P0015,83,92,90.93,10,0
2023-04-26,S003,P0016,17,22,79.61,0,0
2023-04-26,S003,P0017,40,40,95.92,10,0
2023-04-26,S003,P0018,34,43,113.25,10,0
2023-04-26,S003,P0019,50,79,43.92,15,1
2023-04-26,S003,P0020,99,121,63.65,25,1
2023-04-26,S004,P0001,68,96,9.37,15,1
2023-04-26,S004,P0002,77,89,19.68,5,0
2023-04-26,S004,P0003,20,26,121.69,0,0
2023-04-26,S004,P0004,35,44,44.21,0,0
2023-04-26,S004,P0005,72,138,79.15,5,0
2023-04-26,S004,P0006,154,151,32.19,25,1
2023-04-26,S004,P0007,70,79,24.21,10,0
2023-04-26,S004,P0008,38,33,75.73,10,0
2023-04-26,S004,P0009,65,82,110.48,5,0
2023-04-26,S004,P0010,109,116,21.71,25,1
2023-04-26,S004,P0011,63,92,55.94,10,0
2023-04-26,S004,P0012,58,59,90.78,15,1
2023-04-26,S004,P0013,57,48,15.43,10,0
2023-04-26,S004,P0014,36,31,149.09,0,0
2023-04-26,S004,P0015,12,16,72.88,5,0
2023-04-26,S004,P0016,33,35,106.55,0,0
2023-04-26,S004,P0017,42,47,86.19,0,0
2023-04-26,S004,P0018,22,23,138.7,0,0
2023-04-26,S004,P0019,82,98,51.45,15,1
2023-04-26,S004,P0020,52,51,96.03,20,1
2023-04-26,S005,P0001,76,77,10.0,15,1
2023-04-26,S005,P0002,23,35,34.86,0,0
2023-04-26,S005,P0003,12,17,20.18,10,0
2023-04-26,S005,P0004,84,73,6.7,10,0
2023-04-26,S005,P0005,79,94,14.48,10,0
2023-04-26,S005,P0006,72,99,56.53,10,1
2023-04-26,S005,P0007,50,81,77.49,0,0
2023-04-26,S005,P0008,72,75,57.99,0,0
2023-04-26,S005,P0009,59,92,98.79,0,0
2023-04-26,S005,P0010,137,119,54.38,15,1
2023-04-26,S005,P0011,66,58,70.56,5,0
2023-04-26,S005,P0012,49,43,102.7,15,1
2023-04-26,S005,P0013,81,98,70.83,5,0
2023-04-26,S005,P0014,36,43,154.69,0,0
2023-04-26,S005,P0015,45,76,46.46,0,0
2023-04-26,S005,P0016,49,41,25.84,10,0
2023-04-26,S005,P0017,42,35,31.7,0,0
2023-04-26,S005,P0018,92,85,18.97,10,0
2023-04-26,S005,P0019,32,50,114.61,10,1
2023-04-26,S005,P0020,51,55,21.48,20,1
2023-04-27,S001,P0001,106,137,61.42,25,1
2023-04-27,S001,P0002,64,86,63.22,5,0
2023-04-27,S001,P0003,83,112,43.56,25,1
2023-04-27,S001,P0004,26,35,81.91,10,0
2023-04-27,S001,P0005,72,76,43.34,25,1
2023-04-27,S001,P0006,17,15,30.18,0,0
2023-04-27,S001,P0007,25,33,19.52,5,0
2023-04-27,S001,P0008,53,81,42.84,0,0
2023-04-27,S001,P0009,95,109,88.28,10,0
2023-04-27,S001,P0010,50,60,109.45,10,1
2023-04-27,S001,P0011,19,23,139.04,0,0
2023-04-27,S001,P0012,91,91,64.65,20,1
2023-04-27,S001,P0013,64,63,29.72,5,0
2023-04-27,S001,P0014,81,82,68.92,5,0
2023-04-27,S001,P0015,15,25,11.08,10,0
2023-04-27,S001,P0016,45,96,36.47,10,0
2023-04-27,S001,P0017,8,10,13.85,15,1
2023-04-27,S001,P0018,128,149,59.82,20,1
2023-04-27,S001,P0019,11,17,85.24,5,0
2023-04-27,S001,P0020,38,38,93.33,10,0
2023-04-27,S002,P0001,83,118,68.11,25,1
2023-04-27,S002,P0002,30,27,24.35,5,0
2023-04-27,S002,P0003,115,135,77.27,15,1
2023-04-27,S002,P0004,81,105,45.46,0,0
2023-04-27,S002,P0005,77,112,73.34,25,1
2023-04-27,S002,P0006,87,141,75.65,5,0
2023-04-27,S002,P0007,31,33,23.83,0,0
2023-04-27,S002,P0008,99,85,24.68,0,0
2023-04-27,S002,P0009,46,39,52.89,0,0
2023-04-27,S002,P0010,88,110,87.5,10,1
2023-04-27,S002,P0011,67,84,86.06,10,0
2023-04-27,S002,P0012,58,95,58.47,15,1
2023-04-27,S002,P0013,84,92,19.59,10,0
2023-04-27,S002,P0014,34,33,98.78,0,0
2023-04-27,S002,P0015,42,58,54.04,10,0
2023-04-27,S002,P0016,97,87,81.68,10,0
2023-04-27,S002,P0017,63,53,17.11,10,1
2023-04-27,S002,P0018,108,125,24.48,20,1
2023-04-27,S002,P0019,0,74,77.13,10,0
2023-04-27,S002,P0020,41,38,106.62,10,0
2023-04-27,S003,P0001,5,7,9.4,25,1
2023-04-27,S003,P0002,71,61,51.94,0,0
2023-04-27,S003,P0003,46,38,68.81,10,1
2023-04-27,S003,P0004,38,46,17.24,10,0
2023-04-27,S003,P0005,38,36,16.39,10,1
2023-04-27,S003,P0006,8,9,26.47,10,0
2023-04-27,S003,P0007,74,95,15.26,10,0
2023-04-27,S003,P0008,93,130,122.38,5,0
2023-04-27,S003,P0009,49,59,47.3,0,0
2023-04-27,S003,P0010,72,78,31.07,15,1
2023-04-27,S003,P0011,48,67,106.27,10,0
2023-04-27,S003,P0012,31,37,67.43,25,1
2023-04-27,S003,P0013,50,71,66.45,0,0
2023-04-27,S003,P0014,39,39,72.74,5,0
2023-04-27,S003,P0015,77,88,94.97,0,0
2023-04-27,S003,P0016,35,42,82.59,0,0
2023-04-27,S003,P0017,54,52,88.27,25,1
2023-04-27,S003,P0018,33,33,103.17,10,1
2023-04-27,S003,P0019,52,64,46.4,10,0
2023-04-27,S003,P0020,101,85,71.65,0,0
2023-04-27,S004,P0001,86,144,9.59,25,1
2023-04-27,S004,P0002,89,90,18.78,5,0
2023-04-27,S004,P0003,36,33,94.09,25,1
2023-04-27,S004,P0004,69,80,47.98,5,0
2023-04-27,S004,P0005,18,18,48.52,15,1
2023-04-27,S004,P0006,30,47,30.35,5,0
2023-04-27,S004,P0007,71,77,24.07,10,0
2023-04-27,S004,P0008,18,25,81.1,0,0
2023-04-27,S004,P0009,70,64,98.03,10,0
2023-04-27,S004,P0010,59,64,21.8,10,1
2023-04-27,S004,P0011,52,59,52.49,0,0
2023-04-27,S004,P0012,49,43,90.04,10,1
2023-04-27,S004,P0013,82,68,18.55,0,0
2023-04-27,S004,P0014,39,41,133.05,10,0
2023-04-27,S004,P0015,21,19,81.87,0,0
2023-04-27,S004,P0016,44,45,105.37,0,0
2023-04-27,S004,P0017,84,86,74.49,25,1
2023-04-27,S004,P0018,47,39,126.44,15,1
2023-04-27,S004,P0019,73,98,60.5,5,0
2023-04-27,S004,P0020,23,19,94.73,10,0
2023-04-27,S005,P0001,87,103,10.28,20,1
2023-04-27,S005,P0002,40,66,39.47,0,0
2023-04-27,S005,P0003,68,62,21.56,20,1
2023-04-27,S005,P0004,21,21,5.46,5,0
2023-04-27,S005,P0005,111,123,13.98,25,1
2023-04-27,S005,P0006,42,55,53.81,0,0
2023-04-27,S005,P0007,49,42,66.91,5,0
2023-04-27,S005,P0008,30,42,53.88,0,0
2023-04-27,S005,P0009,38,51,73.0,10,0
2023-04-27,S005,P0010,106,96,56.17,10,1
2023-04-27,S005,P0011,14,23,57.78,10,0
2023-04-27,S005,P0012,35,40,107.32,10,1
2023-04-27,S005,P0013,77,85,71.23,5,0
2023-04-27,S005,P0014,4,4,130.48,0,0
2023-04-27,S005,P0015,56,77,46.65,5,0
2023-04-27,S005,P0016,31,44,26.18,10,0
2023-04-27,S005,P0017,9,13,20.5,25,1
2023-04-27,S005,P0018,43,160,22.3,20,1
2023-04-27,S005,P0019,22,32,106.43,10,0
2023-04-27,S005,P0020,20,25,22.46,10,0
2023-04-28,S001,P0001,52,62,53.8,20,1
2023-04-28,S001,P0002,84,105,60.78,10,0
2023-04-28,S001,P0003,26,43,40.97,10,0
2023-04-28,S001,P0004,29,46,85.56,10,0
2023-04-28,S001,P0005,91,78,55.39,5,0
2023-04-28,S001,P0006,12,16,28.66,10,0
2023-04-28,S001,P0007,94,91,21.68,15,1
2023-04-28,S001,P0008,40,38,34.49,5,0
2023-04-28,S001,P0009,85,73,86.94,0,0
2023-04-28,S001,P0010,29,26,95.49,10,0
2023-04-28,S001,P0011,22,26,120.85,10,0
2023-04-28,S001,P0012,107,91,76.73,5,0
2023-04-28,S001,P0013,41,58,27.55,10,1
2023-04-28,S001,P0014,51,85,69.63,5,0
2023-04-28,S001,P0015,27,24,12.28,0,0
2023-04-28,S001,P0016,34,41,29.88,5,0
2023-04-28,S001,P0017,41,56,20.8,0,0
2023-04-28,S001,P0018,66,59,50.28,5,0
2023-04-28,S001,P0019,27,40,93.82,10,1
2023-04-28,S001,P0020,52,50,85.88,25,1
2023-04-28,S002,P0001,122,114,64.03,25,1
2023-04-28,S002,P0002,29,45,26.17,5,0
2023-04-28,S002,P0003,108,117,77.51,10,0
2023-04-28,S002,P0004,99,86,40.56,0,0
2023-04-28,S002,P0005,49,51,74.9,5,0
2023-04-28,S002,P0006,68,82,62.81,0,0
2023-04-28,S002,P0007,52,47,20.14,20,1
2023-04-28,S002,P0008,42,68,22.1,5,0
2023-04-28,S002,P0009,41,56,48.34,10,0
2023-04-28,S002,P0010,29,24,67.26,5,0
2023-04-28,S002,P0011,87,102,96.63,0,0
2023-04-28,S002,P0012,72,68,59.43,5,0
2023-04-28,S002,P0013,31,49,17.61,10,1
2023-04-28,S002,P0014,29,29,97.11,5,0
2023-04-28,S002,P0015,30,46,51.54,10,0
2023-04-28,S002,P0016,73,78,83.4,0,0
2023-04-28,S002,P0017,19,31,15.64,5,0
2023-04-28,S002,P0018,84,111,27.74,10,0
2023-04-28,S002,P0019,79,77,61.68,25,1
2023-04-28,S002,P0020,42,40,102.29,10,1
2023-04-28,S003,P0001,53,45,10.51,25,1
2023-04-28,S003,P0002,36,40,45.55,5,0
2023-04-28,S003,P0003,54,57,78.1,0,0
2023-04-28,S003,P0004,24,40,16.82,10,0
2023-04-28,S003,P0005,71,78,20.23,10,0
2023-04-28,S003,P0006,32,42,30.63,10,0
2023-04-28,S003,P0007,89,94,13.66,15,1
2023-04-28,S003,P0008,86,91,108.29,5,0
2023-04-28,S003,P0009,90,87,52.33,0,0
2023-04-28,S003,P0010,83,92,38.37,0,0
2023-04-28,S003,P0011,62,73,114.7,0,0
2023-04-28,S003,P0012,26,24,80.71,5,0
2023-04-28,S003,P0013,29,46,51.21,15,1
2023-04-28,S003,P0014,57,92,93.24,5,0
2023-04-28,S003,P0015,47,64,87.21,0,0
2023-04-28,S003,P0016,69,62,89.21,0,0
2023-04-28,S003,P0017,18,27,101.1,5,0
2023-04-28,S003,P0018,29,30,113.03,0,0
2023-04-28,S003,P0019,40,63,43.83,10,1
2023-04-28,S003,P0020,133,131,74.34,15,1
2023-04-28,S004,P0001,110,102,8.43,25,1
2023-04-28,S004,P0002,59,72,18.52,0,0
2023-04-28,S004,P0003,48,46,119.29,5,0
2023-04-28,S004,P0004,68,110,55.87,0,0
2023-04-28,S004,P0005,114,114,69.73,10,0
2023-04-28,S004,P0006,36,41,26.72,10,0
2023-04-28,S004,P0007,69,86,21.77,25,1
2023-04-28,S004,P0008,27,30,83.05,0,0
2023-04-28,S004,P0009,122,111,127.81,0,0
2023-04-28,S004,P0010,99,109,25.58,5,0
2023-04-28,S004,P0011,115,110,62.56,0,0
2023-04-28,S004,P0012,41,65,103.67,5,0
2023-04-28,S004,P0013,141,147,22.63,10,1
2023-04-28,S004,P0014,23,26,138.53,0,0
2023-04-28,S004,P0015,18,15,72.39,10,0
2023-04-28,S004,P0016,21,29,98.61,0,0
2023-04-28,S004,P0017,51,81,88.14,5,0
2023-04-28,S004,P0018,25,39,133.65,10,0
2023-04-28,S004,P0019,119,131,63.57,10,1
2023-04-28,S004,P0020,23,31,87.52,25,1
2023-04-28,S005,P0001,89,88,8.72,25,1
2023-04-28,S005,P0002,46,46,32.87,10,0
2023-04-28,S005,P0003,47,52,25.89,0,0
2023-04-28,S005,P0004,61,81,6.54,10,0
2023-04-28,S005,P0005,100,117,18.29,0,0
2023-04-28,S005,P0006,43,66,50.56,5,0
2023-04-28,S005,P0007,81,74,71.74,10,1
2023-04-28,S005,P0008,88,94,61.9,0,0
2023-04-28,S005,P0009,66,60,79.52,10,0
2023-04-28,S005,P0010,72,75,58.12,0,0
2023-04-28,S005,P0011,36,39,65.47,0,0
2023-04-28,S005,P0012,48,59,121.99,5,0
2023-04-28,S005,P0013,51,75,61.5,15,1
2023-04-28,S005,P0014,27,39,152.28,0,0
2023-04-28,S005,P0015,59,53,40.46,10,0
2023-04-28,S005,P0016,19,19,26.18,5,0
2023-04-28,S005,P0017,20,28,27.75,5,0
2023-04-28,S005,P0018,95,83,18.82,10,0
2023-04-28,S005,P0019,32,30,111.09,10,1
2023-04-28,S005,P0020,36,50,23.67,10,1
2023-04-29,S001,P0001,63,56,56.2,10,0
2023-04-29,S001,P0002,127,121,70.97,5,0
2023-04-29,S001,P0003,130,122,60.01,0,0
2023-04-29,S001,P0004,22,31,89.61,0,0
2023-04-29,S001,P0005,93,93,61.41,0,0
2023-04-29,S001,P0006,36,45,36.07,0,0
2023-04-29,S001,P0007,25,30,19.29,0,0
2023-04-29,S001,P0008,35,35,35.83,5,0
2023-04-29,S001,P0009,83,130,94.68,5,0
2023-04-29,S001,P0010,37,38,111.48,0,0
2023-04-29,S001,P0011,30,28,135.34,5,0
2023-04-29,S001,P0012,52,54,70.71,5,0
2023-04-29,S001,P0013,30,26,25.53,5,0
2023-04-29,S001,P0014,117,107,75.12,5,0
2023-04-29,S001,P0015,36,34,12.78,5,0
2023-04-29,S001,P0016,65,71,31.85,10,0
2023-04-29,S001,P0017,36,47,18.15,5,0
2023-04-29,S001,P0018,58,62,53.46,5,0
2023-04-29,S001,P0019,29,46,101.29,5,0
2023-04-29,S001,P0020,27,30,105.3,0,0
2023-04-29,S002,P0001,155,142,88.21,5,0
2023-04-29,S002,P0002,17,18,25.91,0,0
2023-04-29,S002,P0003,57,55,69.41,0,0
2023-04-29,S002,P0004,65,70,36.24,10,0
2023-04-29,S002,P0005,72,63,78.36,10,0
2023-04-29,S002,P0006,92,86,63.6,0,0
2023-04-29,S002,P0007,21,28,20.97,10,0
2023-04-29,S002,P0008,68,99,27.25,0,0
2023-04-29,S002,P0009,86,117,59.72,10,0
2023-04-29,S002,P0010,18,20,62.41,10,0
2023-04-29,S002,P0011,67,94,94.16,5,0
2023-04-29,S002,P0012,46,41,53.51,5,0
2023-04-29,S002,P0013,59,72,20.27,5,0
2023-04-29,S002,P0014,38,38,96.02,5,0
2023-04-29,S002,P0015,111,136,70.17,10,0
2023-04-29,S002,P0016,59,67,75.94,10,0
2023-04-29,S002,P0017,20,18,14.78,5,0
2023-04-29,S002,P0018,87,96,26.52,5,0
2023-04-29,S002,P0019,104,130,97.54,5,0
2023-04-29,S002,P0020,25,40,113.52,5,0
2023-04-29,S003,P0001,70,59,14.04,5,0
2023-04-29,S003,P0002,93,121,57.31,10,0
2023-04-29,S003,P0003,52,58,74.64,5,0
2023-04-29,S003,P0004,61,79,22.84,0,0
2023-04-29,S003,P0005,81,84,20.66,10,0
2023-04-29,S003,P0006,69,71,32.48,10,0
2023-04-29,S003,P0007,53,49,13.67,0,0
2023-04-29,S003,P0008,128,123,126.24,0,0
2023-04-29,S003,P0009,40,52,43.64,5,0
2023-04-29,S003,P0010,49,67,37.0,0,0
2023-04-29,S003,P0011,72,65,111.35,5,0
2023-04-29,S003,P0012,20,19,75.1,5,0
2023-04-29,S003,P0013,58,68,65.69,0,0
2023-04-29,S003,P0014,101,86,86.83,5,0
2023-04-29,S003,P0015,55,67,87.93,0,0
2023-04-29,S003,P0016,59,74,88.4,10,0
2023-04-29,S003,P0017,37,39,111.74,0,0
2023-04-29,S003,P0018,11,18,101.61,10,0
2023-04-29,S003,P0019,83,104,56.26,5,0
2023-04-29,S003,P0020,136,114,78.89,0,0
2023-04-29,S004,P0001,85,136,11.86,5,0
2023-04-29,S004,P0002,53,88,20.68,0,0
2023-04-29,S004,P0003,24,39,109.86,10,0
2023-04-29,S004,P0004,104,91,52.54,5,0
2023-04-29,S004,P0005,103,99,69.92,10,0
2023-04-29,S004,P0006,49,79,34.33,0,0
2023-04-29,S004,P0007,51,58,24.9,0,0
2023-04-29,S004,P0008,27,31,75.01,10,0
2023-04-29,S004,P0009,116,105,125.36,0,0
2023-04-29,S004,P0010,45,75,22.77,5,0
2023-04-29,S004,P0011,34,56,51.79,0,0
2023-04-29,S004,P0012,40,38,98.32,0,0
2023-04-29,S004,P0013,12,14,14.13,5,0
2023-04-29,S004,P0014,13,17,133.31,0,0
2023-04-29,S004,P0015,22,23,75.2,5,0
2023-04-29,S004,P0016,17,22,90.64,10,0
2023-04-29,S004,P0017,115,103,105.04,0,0
2023-04-29,S004,P0018,23,24,125.78,5,0
2023-04-29,S004,P0019,99,89,55.83,5,0
2023-04-29,S004,P0020,33,40,109.13,5,0
2023-04-29,S005,P0001,70,79,10.13,10,0
2023-04-29,S005,P0002,40,48,31.43,10,0
2023-04-29,S005,P0003,13,16,22.3,0,0
2023-04-29,S005,P0004,60,53,6.2,10,0
2023-04-29,S005,P0005,45,51,13.78,5,0
2023-04-29,S005,P0006,66,67,50.74,5,0
2023-04-29,S005,P0007,116,120,83.78,5,0
2023-04-29,S005,P0008,57,73,54.66,10,0
2023-04-29,S005,P0009,56,86,96.8,0,0
2023-04-29,S005,P0010,163,153,74.32,0,0
2023-04-29,S005,P0011,75,74,70.91,10,0
2023-04-29,S005,P0012,39,44,103.58,10,0
2023-04-29,S005,P0013,32,51,62.87,0,0
2023-04-29,S005,P0014,28,31,146.97,0,0
2023-04-29,S005,P0015,98,111,55.02,0,0
2023-04-29,S005,P0016,47,42,27.32,10,0
2023-04-29,S005,P0017,29,45,31.35,5,0
2023-04-29,S005,P0018,52,72,20.09,5,0
2023-04-29,S005,P0019,12,20,106.64,5,0
2023-04-29,S005,P0020,28,46,27.24,0,0
2023-04-30,S001,P0001,61,99,76.54,0,0
