Date,Store ID,Product ID,Inventory Level,Units Ordered,Competitor Pricing
2023-04-04,S004,P0014,168,158,24.1
2023-04-04,S004,P0015,379,192,97.33
2023-04-04,S004,P0016,329,162,93.18
2023-04-04,S004,P0017,109,197,14.65
2023-04-04,S004,P0018,353,110,36.6
2023-04-04,S004,P0019,82,38,89.41
2023-04-04,S004,P0020,476,79,99.21
2023-04-04,S005,P0001,128,195,43.6
2023-04-04,S005,P0002,470,105,77.3
2023-04-04,S005,P0003,344,79,46.73
2023-04-04,S005,P0004,205,38,40.77
2023-04-04,S005,P0005,309,151,96.78
2023-04-04,S005,P0006,380,160,79.07
2023-04-04,S005,P0007,459,113,25.32
2023-04-04,S005,P0008,464,97,53.19
2023-04-04,S005,P0009,413,63,22.39
2023-04-04,S005,P0010,389,77,32.35
2023-04-04,S005,P0011,460,181,45.43
2023-04-04,S005,P0012,306,44,64.97
2023-04-04,S005,P0013,486,166,76.05
2023-04-04,S005,P0014,116,88,11.98
2023-04-04,S005,P0015,306,48,67.49
2023-04-04,S005,P0016,209,41,68.38
2023-04-04,S005,P0017,414,143,25.52
2023-04-04,S005,P0018,358,36,88.46
2023-04-04,S005,P0019,51,88,16.35
2023-04-04,S005,P0020,490,141,73.55
2023-04-05,S001,P0001,370,97,17.32
2023-04-05,S001,P0002,233,70,57.82
2023-04-05,S001,P0003,299,44,94.36
2023-04-05,S001,P0004,243,58,94.66
2023-04-05,S001,P0005,140,63,73.67
2023-04-05,S001,P0006,85,46,64.46
2023-04-05,S001,P0007,82,176,35.04
2023-04-05,S001,P0008,275,106,100.56
2023-04-05,S001,P0009,243,95,47.76
2023-04-05,S001,P0010,357,85,7.85
2023-04-05,S001,P0011,221,185,74.42
2023-04-05,S001,P0012,66,74,49.77
2023-04-05,S001,P0013,146,135,83.27
2023-04-05,S001,P0014,223,156,35.86
2023-04-05,S001,P0015,494,64,88.33
2023-04-05,S001,P0016,443,57,64.15
2023-04-05,S001,P0017,458,173,96.45
2023-04-05,S001,P0018,206,155,99.31
2023-04-05,S001,P0019,281,47,99.7
2023-04-05,S001,P0020,95,28,65.36
2023-04-05,S002,P0001,457,184,33.23
2023-04-05,S002,P0002,425,115,74.02
2023-04-05,S002,P0003,158,189,82.51
2023-04-05,S002,P0004,106,190,11.53
2023-04-05,S002,P0005,497,69,86.66
2023-04-05,S002,P0006,468,64,66.03
2023-04-05,S002,P0007,301,151,72.42
2023-04-05,S002,P0008,325,80,101.19
2023-04-05,S002,P0009,120,167,66.38
2023-04-05,S002,P0010,317,177,86.74
2023-04-05,S002,P0011,312,52,78.9
2023-04-05,S002,P0012,180,156,90.6
2023-04-05,S002,P0013,357,144,41.16
2023-04-05,S002,P0014,405,181,46.54
2023-04-05,S002,P0015,396,117,37.02
2023-04-05,S002,P0016,87,135,32.26
2023-04-05,S002,P0017,446,147,22.38
2023-04-05,S002,P0018,56,116,46.18
2023-04-05,S002,P0019,423,76,50.04
2023-04-05,S002,P0020,55,56,43.59
2023-04-05,S003,P0001,301,187,68.51
2023-04-05,S003,P0002,331,159,50.04
2023-04-05,S003,P0003,312,20,19.21
2023-04-05,S003,P0004,273,49,93.91
2023-04-05,S003,P0005,428,182,12.63
2023-04-05,S003,P0006,363,191,80.32
2023-04-05,S003,P0007,56,185,60.78
2023-04-05,S003,P0008,112,59,14.52
2023-04-05,S003,P0009,297,111,22.82
2023-04-05,S003,P0010,395,117,16.86
2023-04-05,S003,P0011,325,189,68.47
2023-04-05,S003,P0012,231,20,59.24
2023-04-05,S003,P0013,267,160,80.97
2023-04-05,S003,P0014,469,51,88.14
2023-04-05,S003,P0015,390,177,87.72
2023-04-05,S003,P0016,331,101,92.58
2023-04-05,S003,P0017,369,51,78.59
2023-04-05,S003,P0018,400,57,86.29
2023-04-05,S003,P0019,218,70,98.17
2023-04-05,S003,P0020,147,112,36.46
2023-04-05,S004,P0001,387,191,32.22
2023-04-05,S004,P0002,86,195,23.91
2023-04-05,S004,P0003,208,54,37.02
2023-04-05,S004,P0004,465,170,95.78
2023-04-05,S004,P0005,290,174,19.39
2023-04-05,S004,P0006,456,75,23.7
2023-04-05,S004,P0007,333,194,13.71
2023-04-05,S004,P0008,189,59,54.44
2023-04-05,S004,P0009,388,106,44.12
2023-04-05,S004,P0010,397,24,94.91
2023-04-05,S004,P0011,478,100,64.84
2023-04-05,S004,P0012,175,68,36.64
2023-04-05,S004,P0013,375,48,8.57
2023-04-05,S004,P0014,277,90,78.17
2023-04-05,S004,P0015,107,78,57.16
2023-04-05,S004,P0016,407,120,14.74
2023-04-05,S004,P0017,383,132,63.13
2023-04-05,S004,P0018,394,192,95.73
2023-04-05,S004,P0019,312,52,85.48
2023-04-05,S004,P0020,469,27,37.93
2023-04-05,S005,P0001,223,51,23.91
2023-04-05,S005,P0002,387,162,95.22
2023-04-05,S005,P0003,473,94,24.26
2023-04-05,S005,P0004,61,199,30.93
2023-04-05,S005,P0005,373,132,63.13
2023-04-05,S005,P0006,178,135,69.62
2023-04-05,S005,P0007,373,71,32.18
2023-04-05,S005,P0008,452,73,68.66
2023-04-05,S005,P0009,50,109,44.49
2023-04-05,S005,P0010,211,193,97.64
2023-04-05,S005,P0011,358,100,92.5
2023-04-05,S005,P0012,163,177,85.3
2023-04-05,S005,P0013,134,77,20.34
2023-04-05,S005,P0014,291,139,38.06
2023-04-05,S005,P0015,123,59,102.74
2023-04-05,S005,P0016,168,85,80.82
2023-04-05,S005,P0017,435,154,25.93
2023-04-05,S005,P0018,352,48,77.75
2023-04-05,S005,P0019,309,58,19.18
2023-04-05,S005,P0020,62,142,44.96
2023-04-06,S001,P0001,329,142,53.14
2023-04-06,S001,P0002,500,169,16.09
2023-04-06,S001,P0003,371,25,86.76
2023-04-06,S001,P0004,331,166,30.95
2023-04-06,S001,P0005,164,160,102.82
2023-04-06,S001,P0006,238,61,44.06
2023-04-06,S001,P0007,397,161,70.67
2023-04-06,S001,P0008,253,86,10.77
2023-04-06,S001,P0009,247,52,25.22
2023-04-06,S001,P0010,125,154,32.0
2023-04-06,S001,P0011,227,83,53.64
2023-04-06,S001,P0012,214,149,16.57
2023-04-06,S001,P0013,127,71,98.89
2023-04-06,S001,P0014,80,186,53.97
2023-04-06,S001,P0015,259,119,96.86
2023-04-06,S001,P0016,401,129,72.66
2023-04-06,S001,P0017,364,24,42.78
2023-04-06,S001,P0018,481,149,92.99
2023-04-06,S001,P0019,147,176,76.05
2023-04-06,S001,P0020,149,99,27.22
2023-04-06,S002,P0001,320,115,63.0
2023-04-06,S002,P0002,84,68,73.46
2023-04-06,S002,P0003,119,48,33.69
2023-04-06,S002,P0004,89,177,22.21
2023-04-06,S002,P0005,324,117,25.42
2023-04-06,S002,P0006,177,191,21.46
2023-04-06,S002,P0007,246,130,25.14
2023-04-06,S002,P0008,246,99,51.95
2023-04-06,S002,P0009,292,124,83.16
2023-04-06,S002,P0010,334,76,76.36
2023-04-06,S002,P0011,168,122,76.44
2023-04-06,S002,P0012,359,34,73.27
2023-04-06,S002,P0013,314,103,93.8
2023-04-06,S002,P0014,290,20,14.63
2023-04-06,S002,P0015,162,157,46.1
2023-04-06,S002,P0016,411,88,31.19
2023-04-06,S002,P0017,372,167,83.93
2023-04-06,S002,P0018,305,70,27.06
2023-04-06,S002,P0019,70,151,52.99
2023-04-06,S002,P0020,192,169,72.48
2023-04-06,S003,P0001,351,165,75.11
2023-04-06,S003,P0002,399,53,80.29
2023-04-06,S003,P0003,371,182,27.82
2023-04-06,S003,P0004,66,69,76.4
2023-04-06,S003,P0005,204,51,90.11
2023-04-06,S003,P0006,115,78,66.94
2023-04-06,S003,P0007,117,116,14.9
2023-04-06,S003,P0008,405,43,26.33
2023-04-06,S003,P0009,307,61,89.83
2023-04-06,S003,P0010,250,181,98.39
2023-04-06,S003,P0011,240,151,96.12
2023-04-06,S003,P0012,125,115,61.84
2023-04-06,S003,P0013,382,130,82.05
2023-04-06,S003,P0014,450,80,55.95
2023-04-06,S003,P0015,96,77,43.5
2023-04-06,S003,P0016,137,43,98.1
2023-04-06,S003,P0017,141,84,66.32
2023-04-06,S003,P0018,112,44,98.3
2023-04-06,S003,P0019,103,55,51.34
2023-04-06,S003,P0020,160,128,21.72
2023-04-06,S004,P0001,53,183,71.2
2023-04-06,S004,P0002,357,183,49.25
2023-04-06,S004,P0003,89,48,10.27
2023-04-06,S004,P0004,496,74,52.06
2023-04-06,S004,P0005,278,140,84.16
2023-04-06,S004,P0006,192,21,79.65
2023-04-06,S004,P0007,201,88,65.68
2023-04-06,S004,P0008,103,94,77.78
2023-04-06,S004,P0009,423,108,67.72
2023-04-06,S004,P0010,156,62,85.91
2023-04-06,S004,P0011,457,23,28.15
2023-04-06,S004,P0012,138,49,49.79
2023-04-06,S004,P0013,247,171,51.21
2023-04-06,S004,P0014,352,70,81.8
2023-04-06,S004,P0015,388,88,47.8
2023-04-06,S004,P0016,338,81,43.39
2023-04-06,S004,P0017,232,154,81.63
2023-04-06,S004,P0018,224,132,10.75
2023-04-06,S004,P0019,433,59,13.01
2023-04-06,S004,P0020,443,70,99.72
2023-04-06,S005,P0001,421,43,88.22
2023-04-06,S005,P0002,219,118,35.88
2023-04-06,S005,P0003,77,161,56.45
2023-04-06,S005,P0004,201,153,65.17
2023-04-06,S005,P0005,380,108,20.12
2023-04-06,S005,P0006,486,32,30.15
2023-04-06,S005,P0007,201,164,74.47
2023-04-06,S005,P0008,67,91,40.12
2023-04-06,S005,P0009,263,163,91.36
2023-04-06,S005,P0010,350,127,60.19
2023-04-06,S005,P0011,492,74,38.2
2023-04-06,S005,P0012,291,140,43.59
2023-04-06,S005,P0013,370,150,67.75
2023-04-06,S005,P0014,290,106,87.37
2023-04-06,S005,P0015,312,151,62.98
2023-04-06,S005,P0016,76,126,12.76
2023-04-06,S005,P0017,69,46,68.72
2023-04-06,S005,P0018,472,165,31.23
2023-04-06,S005,P0019,431,64,50.75
2023-04-06,S005,P0020,131,93,92.11
2023-04-07,S001,P0001,184,179,37.07
2023-04-07,S001,P0002,452,20,79.27
2023-04-07,S001,P0003,289,169,51.81
2023-04-07,S001,P0004,420,171,15.86
2023-04-07,S001,P0005,360,179,27.43
2023-04-07,S001,P0006,420,138,87.77
2023-04-07,S001,P0007,94,26,68.09
2023-04-07,S001,P0008,182,30,67.43
2023-04-07,S001,P0009,221,80,24.1
2023-04-07,S001,P0010,415,91,75.71
2023-04-07,S001,P0011,395,76,43.59
2023-04-07,S001,P0012,464,111,38.43
2023-04-07,S001,P0013,330,87,18.79
2023-04-07,S001,P0014,242,122,10.61
2023-04-07,S001,P0015,85,83,56.9
2023-04-07,S001,P0016,375,78,75.33
2023-04-07,S001,P0017,246,58,90.5
2023-04-07,S001,P0018,111,22,64.38
2023-04-07,S001,P0019,498,62,52.2
2023-04-07,S001,P0020,475,48,33.81
2023-04-07,S002,P0001,471,191,92.86
2023-04-07,S002,P0002,209,45,79.79
2023-04-07,S002,P0003,407,31,61.1
2023-04-07,S002,P0004,314,31,50.12
2023-04-07,S002,P0005,150,148,45.99
2023-04-07,S002,P0006,494,173,63.95
2023-04-07,S002,P0007,420,57,72.92
2023-04-07,S002,P0008,308,156,81.83
2023-04-07,S002,P0009,277,189,76.28
2023-04-07,S002,P0010,406,188,16.89
2023-04-07,S002,P0011,136,42,55.9
2023-04-07,S002,P0012,478,20,54.7
2023-04-07,S002,P0013,438,43,59.65
2023-04-07,S002,P0014,372,65,89.89
2023-04-07,S002,P0015,269,38,95.11
2023-04-07,S002,P0016,461,176,38.73
2023-04-07,S002,P0017,165,63,21.61
2023-04-07,S002,P0018,500,83,81.82
2023-04-07,S002,P0019,93,50,29.19
2023-04-07,S002,P0020,61,196,21.54
2023-04-07,S003,P0001,135,72,10.48
2023-04-07,S003,P0002,121,54,94.4
2023-04-07,S003,P0003,266,171,32.74
2023-04-07,S003,P0004,240,39,48.19
2023-04-07,S003,P0005,70,50,20.75
2023-04-07,S003,P0006,200,178,55.94
2023-04-07,S003,P0007,386,156,23.52
2023-04-07,S003,P0008,107,188,77.87
2023-04-07,S003,P0009,218,59,48.08
2023-04-07,S003,P0010,163,107,65.74
2023-04-07,S003,P0011,72,133,14.22
2023-04-07,S003,P0012,163,67,48.45
2023-04-07,S003,P0013,243,35,58.46
2023-04-07,S003,P0014,59,111,95.0
2023-04-07,S003,P0015,100,41,29.19
2023-04-07,S003,P0016,446,133,74.91
2023-04-07,S003,P0017,180,60,47.21
2023-04-07,S003,P0018,440,69,21.81
2023-04-07,S003,P0019,429,42,29.76
2023-04-07,S003,P0020,370,170,84.44
2023-04-07,S004,P0001,74,31,69.21
2023-04-07,S004,P0002,199,130,50.75
2023-04-07,S004,P0003,326,154,55.25
2023-04-07,S004,P0004,377,24,62.24
2023-04-07,S004,P0005,185,145,41.37
2023-04-07,S004,P0006,148,133,36.69
2023-04-07,S004,P0007,278,59,84.63
2023-04-07,S004,P0008,473,151,20.33
2023-04-07,S004,P0009,490,125,60.58
2023-04-07,S004,P0010,65,149,34.79
2023-04-07,S004,P0011,231,57,37.37
2023-04-07,S004,P0012,276,58,32.12
2023-04-07,S004,P0013,239,94,72.65
2023-04-07,S004,P0014,333,159,42.41
2023-04-07,S004,P0015,490,86,37.19
2023-04-07,S004,P0016,459,117,52.97
2023-04-07,S004,P0017,293,98,75.73
2023-04-07,S004,P0018,225,26,48.36
2023-04-07,S004,P0019,122,148,14.74
2023-04-07,S004,P0020,180,43,45.3
2023-04-07,S005,P0001,109,133,19.16
2023-04-07,S005,P0002,221,164,14.93
2023-04-07,S005,P0003,418,169,58.29
2023-04-07,S005,P0004,336,176,62.31
2023-04-07,S005,P0005,317,193,59.61
2023-04-07,S005,P0006,188,24,87.15
2023-04-07,S005,P0007,440,92,68.74
2023-04-07,S005,P0008,327,92,77.94
2023-04-07,S005,P0009,254,69,15.15
2023-04-07,S005,P0010,102,74,25.74
2023-04-07,S005,P0011,217,27,82.21
2023-04-07,S005,P0012,228,31,54.64
2023-04-07,S005,P0013,405,113,88.09
2023-04-07,S005,P0014,221,83,22.95
2023-04-07,S005,P0015,481,53,51.63
2023-04-07,S005,P0016,336,91,83.92
2023-04-07,S005,P0017,351,130,80.06
2023-04-07,S005,P0018,455,196,75.93
2023-04-07,S005,P0019,65,71,21.43
2023-04-07,S005,P0020,151,99,69.64
2023-04-08,S001,P0001,78,133,74.06
2023-04-08,S001,P0002,165,117,98.37
2023-04-08,S001,P0003,341,166,69.95
2023-04-08,S001,P0004,198,141,44.9
2023-04-08,S001,P0005,321,163,85.15
2023-04-08,S001,P0006,393,71,17.99
2023-04-08,S001,P0007,190,74,23.02
2023-04-08,S001,P0008,99,105,70.0
2023-04-08,S001,P0009,240,168,74.23
2023-04-08,S001,P0010,397,76,37.16
2023-04-08,S001,P0011,456,190,91.04
2023-04-08,S001,P0012,140,180,52.63
2023-04-08,S001,P0013,61,68,95.6
2023-04-08,S001,P0014,238,177,34.86
2023-04-08,S001,P0015,192,146,34.49
2023-04-08,S001,P0016,261,62,74.32
2023-04-08,S001,P0017,286,108,22.41
2023-04-08,S001,P0018,268,47,80.1
2023-04-08,S001,P0019,91,103,77.45
2023-04-08,S001,P0020,196,82,47.62
2023-04-08,S002,P0001,91,34,91.11
2023-04-08,S002,P0002,191,85,24.74
2023-04-08,S002,P0003,497,41,84.32
2023-04-08,S002,P0004,426,59,39.26
2023-04-08,S002,P0005,379,32,19.6
2023-04-08,S002,P0006,267,187,83.38
2023-04-08,S002,P0007,62,174,21.97
2023-04-08,S002,P0008,329,196,68.48
2023-04-08,S002,P0009,367,168,85.91
2023-04-08,S002,P0010,378,74,21.22
2023-04-08,S002,P0011,408,167,47.21
2023-04-08,S002,P0012,207,198,74.77
2023-04-08,S002,P0013,357,90,17.1
2023-04-08,S002,P0014,115,169,51.61
2023-04-08,S002,P0015,273,154,59.05
2023-04-08,S002,P0016,184,184,13.38
2023-04-08,S002,P0017,273,45,74.89
2023-04-08,S002,P0018,173,165,70.48
2023-04-08,S002,P0019,413,169,38.26
2023-04-08,S002,P0020,303,198,47.88
2023-04-08,S003,P0001,185,184,96.74
2023-04-08,S003,P0002,100,159,48.94
2023-04-08,S003,P0003,348,152,91.88
2023-04-08,S003,P0004,55,127,59.57
2023-04-08,S003,P0005,86,200,63.47
2023-04-08,S003,P0006,425,198,91.63
2023-04-08,S003,P0007,404,110,84.33
2023-04-08,S003,P0008,435,115,88.31
2023-04-08,S003,P0009,332,175,41.92
2023-04-08,S003,P0010,257,144,10.62
2023-04-08,S003,P0011,372,23,56.72
2023-04-08,S003,P0012,330,198,13.92
2023-04-08,S003,P0013,351,94,21.55
2023-04-08,S003,P0014,255,81,34.11
2023-04-08,S003,P0015,195,28,55.37
2023-04-08,S003,P0016,177,55,68.93
2023-04-08,S003,P0017,285,133,36.75
2023-04-08,S003,P0018,432,52,63.03
2023-04-08,S003,P0019,93,45,61.29
2023-04-08,S003,P0020,339,186,68.56
2023-04-08,S004,P0001,106,50,13.67
2023-04-08,S004,P0002,486,25,20.99
2023-04-08,S004,P0003,219,140,95.02
2023-04-08,S004,P0004,91,191,73.02
2023-04-08,S004,P0005,220,154,25.69
2023-04-08,S004,P0006,404,87,18.26
2023-04-08,S004,P0007,209,115,64.18
2023-04-08,S004,P0008,119,127,50.73
2023-04-08,S004,P0009,305,24,59.65
2023-04-08,S004,P0010,460,178,39.59
2023-04-08,S004,P0011,246,116,97.07
2023-04-08,S004,P0012,362,146,10.74
2023-04-08,S004,P0013,432,58,99.63
2023-04-08,S004,P0014,453,136,69.82
2023-04-08,S004,P0015,119,35,52.34
2023-04-08,S004,P0016,405,38,31.72
2023-04-08,S004,P0017,232,152,63.34
2023-04-08,S004,P0018,98,187,75.28
2023-04-08,S004,P0019,480,124,91.06
2023-04-08,S004,P0020,123,99,33.12
2023-04-08,S005,P0001,207,139,59.12
2023-04-08,S005,P0002,244,144,93.87
2023-04-08,S005,P0003,67,77,76.58
2023-04-08,S005,P0004,311,21,27.8
2023-04-08,S005,P0005,290,92,20.64
2023-04-08,S005,P0006,499,123,81.08
2023-04-08,S005,P0007,417,81,94.71
2023-04-08,S005,P0008,353,49,70.96
2023-04-08,S005,P0009,323,57,13.75
2023-04-08,S005,P0010,98,111,53.67
2023-04-08,S005,P0011,144,31,73.17
2023-04-08,S005,P0012,226,53,19.0
2023-04-08,S005,P0013,433,62,33.39
2023-04-08,S005,P0014,101,115,32.9
2023-04-08,S005,P0015,430,155,55.13
2023-04-08,S005,P0016,478,39,95.67
2023-04-08,S005,P0017,299,28,8.11
2023-04-08,S005,P0018,429,182,37.44
2023-04-08,S005,P0019,326,128,82.04
2023-04-08,S005,P0020,246,73,59.57
2023-04-09,S001,P0001,65,54,36.59
2023-04-09,S001,P0002,106,53,87.83
2023-04-09,S001,P0003,106,193,68.99
2023-04-09,S001,P0004,206,194,75.78
2023-04-09,S001,P0005,107,43,65.43
2023-04-09,S001,P0006,294,48,20.19
2023-04-09,S001,P0007,57,83,86.41
2023-04-09,S001,P0008,55,125,101.67
2023-04-09,S001,P0009,106,35,95.61
2023-04-09,S001,P0010,467,103,35.17
2023-04-09,S001,P0011,107,81,99.92
2023-04-09,S001,P0012,447,41,87.88
2023-04-09,S001,P0013,166,51,26.98
2023-04-09,S001,P0014,249,167,13.69
2023-04-09,S001,P0015,144,80,87.02
2023-04-09,S001,P0016,433,146,78.56
2023-04-09,S001,P0017,330,147,103.47
2023-04-09,S001,P0018,388,169,98.16
2023-04-09,S001,P0019,230,148,33.17
2023-04-09,S001,P0020,62,41,81.89
2023-04-09,S002,P0001,61,43,76.76
2023-04-09,S002,P0002,207,71,70.46
2023-04-09,S002,P0003,310,91,36.15
2023-04-09,S002,P0004,364,197,45.78
2023-04-09,S002,P0005,298,115,29.77
2023-04-09,S002,P0006,125,31,80.93
2023-04-09,S002,P0007,347,84,18.84
2023-04-09,S002,P0008,422,148,27.1
2023-04-09,S002,P0009,398,79,26.99
2023-04-09,S002,P0010,480,144,5.4
2023-04-09,S002,P0011,140,65,38.64
2023-04-09,S002,P0012,361,169,99.16
2023-04-09,S002,P0013,369,87,65.92
2023-04-09,S002,P0014,258,61,21.06
2023-04-09,S002,P0015,436,122,54.41
2023-04-09,S002,P0016,404,54,41.58
2023-04-09,S002,P0017,492,118,15.29
2023-04-09,S002,P0018,484,30,81.37
2023-04-09,S002,P0019,295,104,35.99
2023-04-09,S002,P0020,488,163,85.34
2023-04-09,S003,P0001,430,119,49.52
2023-04-09,S003,P0002,413,49,28.8
2023-04-09,S003,P0003,233,44,54.28
2023-04-09,S003,P0004,455,25,40.89
2023-04-09,S003,P0005,366,91,60.88
2023-04-09,S003,P0006,491,85,51.45
2023-04-09,S003,P0007,258,193,61.66
2023-04-09,S003,P0008,83,158,18.28
2023-04-09,S003,P0009,382,30,89.32
2023-04-09,S003,P0010,322,45,18.4
2023-04-09,S003,P0011,489,124,59.44
2023-04-09,S003,P0012,248,52,66.99
2023-04-09,S003,P0013,375,45,43.18
2023-04-09,S003,P0014,499,194,53.02
2023-04-09,S003,P0015,176,119,80.53
2023-04-09,S003,P0016,300,119,78.47
2023-04-09,S003,P0017,303,123,64.62
2023-04-09,S003,P0018,161,114,61.59
2023-04-09,S003,P0019,341,161,66.47
2023-04-09,S003,P0020,355,111,73.91
2023-04-09,S004,P0001,373,188,75.16
2023-04-09,S004,P0002,96,174,81.71
2023-04-09,S004,P0003,123,25,74.8
2023-04-09,S004,P0004,241,43,78.19
2023-04-09,S004,P0005,114,48,66.5
2023-04-09,S004,P0006,162,151,56.39
2023-04-09,S004,P0007,101,119,19.78
2023-04-09,S004,P0008,468,179,12.72
2023-04-09,S004,P0009,231,162,69.18
2023-04-09,S004,P0010,59,168,46.23
2023-04-09,S004,P0011,229,66,85.4
2023-04-09,S004,P0012,238,190,96.98
2023-04-09,S004,P0013,250,50,81.77
2023-04-09,S004,P0014,444,158,89.64
2023-04-09,S004,P0015,360,34,64.93
2023-04-09,S004,P0016,497,59,38.14
2023-04-09,S004,P0017,479,107,71.83
2023-04-09,S004,P0018,322,50,98.78
2023-04-09,S004,P0019,371,38,42.16
2023-04-09,S004,P0020,137,79,64.71
2023-04-09,S005,P0001,63,98,95.35
2023-04-09,S005,P0002,361,99,69.83
2023-04-09,S005,P0003,271,167,50.88
2023-04-09,S005,P0004,132,146,84.25
2023-04-09,S005,P0005,463,63,10.85
2023-04-09,S005,P0006,328,21,100.65
2023-04-09,S005,P0007,288,124,35.58
2023-04-09,S005,P0008,61,189,11.8
2023-04-09,S005,P0009,381,85,89.25
2023-04-09,S005,P0010,424,39,82.18
2023-04-09,S005,P0011,495,189,35.8
2023-04-09,S005,P0012,54,92,33.72
2023-04-09,S005,P0013,116,195,35.93
2023-04-09,S005,P0014,74,105,32.48
2023-04-09,S005,P0015,196,32,75.9
2023-04-09,S005,P0016,435,149,62.16
2023-04-09,S005,P0017,169,187,61.03
2023-04-09,S005,P0018,105,164,66.27
2023-04-09,S005,P0019,229,50,79.82
2023-04-09,S005,P0020,147,180,17.98
2023-04-10,S001,P0001,364,100,50.86
2023-04-10,S001,P0002,197,85,85.68
2023-04-10,S001,P0003,180,149,72.0
2023-04-10,S001,P0004,119,126,91.49
2023-04-10,S001,P0005,372,193,69.08
2023-04-10,S001,P0006,286,74,97.76
2023-04-10,S001,P0007,387,91,41.28
2023-04-10,S001,P0008,149,134,8.12
2023-04-10,S001,P0009,72,124,48.89
2023-04-10,S001,P0010,197,113,69.66
2023-04-10,S001,P0011,206,79,90.93
2023-04-10,S001,P0012,172,149,29.38
2023-04-10,S001,P0013,433,26,13.52
2023-04-10,S001,P0014,71,165,56.67
2023-04-10,S001,P0015,277,54,52.26
2023-04-10,S001,P0016,411,175,97.81
2023-04-10,S001,P0017,362,50,88.18
2023-04-10,S001,P0018,455,152,55.15
2023-04-10,S001,P0019,253,99,84.99
2023-04-10,S001,P0020,273,126,94.2
2023-04-10,S002,P0001,428,199,69.11
2023-04-10,S002,P0002,452,155,57.19
2023-04-10,S002,P0003,304,83,60.05
2023-04-10,S002,P0004,179,102,80.99
2023-04-10,S002,P0005,194,179,63.26
2023-04-10,S002,P0006,63,24,66.01
2023-04-10,S002,P0007,219,129,64.6
2023-04-10,S002,P0008,265,178,44.96
2023-04-10,S002,P0009,296,141,87.47
2023-04-10,S002,P0010,335,182,79.84
2023-04-10,S002,P0011,178,165,75.15
2023-04-10,S002,P0012,273,114,15.1
2023-04-10,S002,P0013,149,185,20.07
2023-04-10,S002,P0014,397,111,75.36
2023-04-10,S002,P0015,56,129,48.34
2023-04-10,S002,P0016,406,121,35.8
2023-04-10,S002,P0017,122,55,84.95
2023-04-10,S002,P0018,351,99,34.21
2023-04-10,S002,P0019,78,172,40.5
2023-04-10,S002,P0020,367,163,74.35
2023-04-10,S003,P0001,54,129,26.77
2023-04-10,S003,P0002,461,165,48.46
2023-04-10,S003,P0003,110,55,56.69
2023-04-10,S003,P0004,117,158,63.78
2023-04-10,S003,P0005,155,154,45.92
2023-04-10,S003,P0006,465,166,60.71
2023-04-10,S003,P0007,108,65,65.93
2023-04-10,S003,P0008,479,180,42.15
2023-04-10,S003,P0009,342,179,96.75
2023-04-10,S003,P0010,265,62,19.12
2023-04-10,S003,P0011,226,88,62.61
2023-04-10,S003,P0012,369,80,93.03
2023-04-10,S003,P0013,117,115,76.77
2023-04-10,S003,P0014,430,159,12.02
2023-04-10,S003,P0015,315,160,55.0
2023-04-10,S003,P0016,197,168,76.49
2023-04-10,S003,P0017,284,104,73.04
2023-04-10,S003,P0018,76,139,65.58
2023-04-10,S003,P0019,228,139,92.69
2023-04-10,S003,P0020,447,161,87.45
2023-04-10,S004,P0001,91,97,47.22
2023-04-10,S004,P0002,281,97,65.18
2023-04-10,S004,P0003,323,20,97.38
2023-04-10,S004,P0004,410,149,76.46
2023-04-10,S004,P0005,280,152,22.36
2023-04-10,S004,P0006,435,103,43.5
2023-04-10,S004,P0007,364,57,60.43
2023-04-10,S004,P0008,89,79,27.56
2023-04-10,S004,P0009,236,33,80.35
2023-04-10,S004,P0010,136,98,36.63
2023-04-10,S004,P0011,442,34,29.25
2023-04-10,S004,P0012,341,123,73.51
2023-04-10,S004,P0013,187,125,18.61
2023-04-10,S004,P0014,90,128,73.26
2023-04-10,S004,P0015,257,58,12.93
2023-04-10,S004,P0016,67,149,44.82
2023-04-10,S004,P0017,217,35,91.75
2023-04-10,S004,P0018,499,141,98.33
2023-04-10,S004,P0019,423,177,58.33
2023-04-10,S004,P0020,372,146,72.94
2023-04-10,S005,P0001,84,66,18.17
2023-04-10,S005,P0002,496,165,59.87
2023-04-10,S005,P0003,326,55,69.23
2023-04-10,S005,P0004,223,65,69.79
2023-04-10,S005,P0005,87,104,64.64
2023-04-10,S005,P0006,138,112,60.32
2023-04-10,S005,P0007,116,134,95.2
2023-04-10,S005,P0008,304,97,71.0
2023-04-10,S005,P0009,243,161,63.76
2023-04-10,S005,P0010,110,164,91.81
2023-04-10,S005,P0011,118,115,92.93
2023-04-10,S005,P0012,454,189,77.28
2023-04-10,S005,P0013,190,165,91.27
2023-04-10,S005,P0014,133,70,74.88
2023-04-10,S005,P0015,169,34,98.77
2023-04-10,S005,P0016,103,22,10.54
2023-04-10,S005,P0017,106,73,36.34
2023-04-10,S005,P0018,273,143,46.87
2023-04-10,S005,P0019,383,31,76.32
2023-04-10,S005,P0020,393,74,72.38
2023-04-11,S001,P0001,64,61,34.85
2023-04-11,S001,P0002,377,121,80.19
2023-04-11,S001,P0003,413,144,71.05
2023-04-11,S001,P0004,108,46,35.5
2023-04-11,S001,P0005,190,114,26.23
2023-04-11,S001,P0006,327,172,21.82
2023-04-11,S001,P0007,166,104,7.96
