Date,Store ID,Product ID,Units Sold,Price,Discount,Holiday/Promotion,Demand Forecast
2022-09-11,S005,P0014,75,89.04,10,1,86.0
2022-09-11,S005,P0015,136,84.35,20,0,130.91
2022-09-11,S005,P0016,157,77.55,20,0,163.83
2022-09-11,S005,P0017,55,39.45,5,1,64.76
2022-09-11,S005,P0018,62,47.03,20,0,71.58
2022-09-11,S005,P0019,121,59.46,5,1,121.34
2022-09-11,S005,P0020,209,91.33,0,1,218.6
2022-09-12,S001,P0001,351,96.51,20,1,344.94
2022-09-12,S001,P0002,85,98.72,20,1,80.18
2022-09-12,S001,P0003,192,65.25,0,1,193.94
2022-09-12,S001,P0004,76,83.51,10,1,90.88
2022-09-12,S001,P0005,314,84.76,0,0,311.64
2022-09-12,S001,P0006,53,69.73,10,0,63.0
2022-09-12,S001,P0007,64,91.14,15,1,65.86
2022-09-12,S001,P0008,128,84.82,0,1,123.49
2022-09-12,S001,P0009,110,72.06,0,0,103.76
2022-09-12,S001,P0010,74,73.28,5,1,77.55
2022-09-12,S001,P0011,397,71.29,10,1,415.23
2022-09-12,S001,P0012,263,21.77,5,0,266.93
2022-09-12,S001,P0013,374,29.04,15,1,379.29
2022-09-12,S001,P0014,122,39.63,0,1,116.21
2022-09-12,S001,P0015,24,25.36,20,1,29.37
2022-09-12,S001,P0016,217,20.24,5,0,213.95
2022-09-12,S001,P0017,84,88.09,5,0,100.53
2022-09-12,S001,P0018,391,57.94,5,1,409.07
2022-09-12,S001,P0019,157,89.47,5,1,168.39
2022-09-12,S001,P0020,243,54.79,5,1,253.66
2022-09-12,S002,P0001,139,81.49,15,0,157.85
2022-09-12,S002,P0002,24,79.7,5,0,26.54
2022-09-12,S002,P0003,95,93.05,20,1,114.2
2022-09-12,S002,P0004,83,19.52,5,1,99.85
2022-09-12,S002,P0005,253,69.01,20,0,268.0
2022-09-12,S002,P0006,40,41.19,5,0,43.56
2022-09-12,S002,P0007,66,99.69,10,0,71.65
2022-09-12,S002,P0008,16,65.7,10,1,10.03
2022-09-12,S002,P0009,96,87.15,15,1,113.82
2022-09-12,S002,P0010,134,48.81,20,1,140.53
2022-09-12,S002,P0011,161,20.11,5,0,152.08
2022-09-12,S002,P0012,59,94.04,5,0,69.7
2022-09-12,S002,P0013,74,51.27,15,1,84.9
2022-09-12,S002,P0014,336,68.54,20,0,346.0
2022-09-12,S002,P0015,30,83.28,10,0,21.96
2022-09-12,S002,P0016,74,81.97,5,1,75.74
2022-09-12,S002,P0017,129,99.02,20,0,139.49
2022-09-12,S002,P0018,284,20.57,5,0,299.39
2022-09-12,S002,P0019,70,92.81,20,0,72.81
2022-09-12,S002,P0020,62,95.2,15,1,71.59
2022-09-12,S003,P0001,357,79.57,0,1,372.13
2022-09-12,S003,P0002,108,72.44,15,1,112.64
2022-09-12,S003,P0003,21,47.76,10,0,16.64
2022-09-12,S003,P0004,30,33.59,15,0,34.66
2022-09-12,S003,P0005,15,50.63,0,0,7.44
2022-09-12,S003,P0006,142,28.57,10,1,139.05
2022-09-12,S003,P0007,82,36.78,10,0,79.01
2022-09-12,S003,P0008,262,19.06,20,1,280.09
2022-09-12,S003,P0009,336,10.58,10,1,329.11
2022-09-12,S003,P0010,85,20.86,10,1,81.03
2022-09-12,S003,P0011,361,55.9,10,0,369.77
2022-09-12,S003,P0012,59,37.76,5,1,66.23
2022-09-12,S003,P0013,166,41.47,15,0,183.16
2022-09-12,S003,P0014,364,84.5,10,1,382.37
2022-09-12,S003,P0015,53,47.4,0,1,62.9
2022-09-12,S003,P0016,69,31.49,10,1,83.27
2022-09-12,S003,P0017,224,56.35,15,1,238.89
2022-09-12,S003,P0018,125,71.83,5,0,136.72
2022-09-12,S003,P0019,110,25.46,15,1,110.78
2022-09-12,S003,P0020,108,85.15,20,0,122.13
2022-09-12,S004,P0001,35,49.07,0,1,49.88
2022-09-12,S004,P0002,322,43.31,5,1,325.1
2022-09-12,S004,P0003,92,76.92,20,1,105.54
2022-09-12,S004,P0004,147,26.2,15,0,154.26
2022-09-12,S004,P0005,67,71.09,20,0,59.87
2022-09-12,S004,P0006,277,15.79,10,0,272.16
2022-09-12,S004,P0007,24,15.9,20,1,26.05
2022-09-12,S004,P0008,81,88.29,5,1,90.5
2022-09-12,S004,P0009,32,59.25,15,0,49.12
2022-09-12,S004,P0010,91,43.64,20,0,89.3
2022-09-12,S004,P0011,155,42.59,5,1,169.71
2022-09-12,S004,P0012,157,64.34,0,1,167.07
2022-09-12,S004,P0013,349,30.93,0,1,359.69
2022-09-12,S004,P0014,13,87.87,20,0,29.27
2022-09-12,S004,P0015,7,54.09,5,1,13.57
2022-09-12,S004,P0016,259,63.78,0,0,252.2
2022-09-12,S004,P0017,212,76.35,10,1,220.35
2022-09-12,S004,P0018,265,90.68,10,1,263.61
2022-09-12,S004,P0019,222,64.4,15,0,230.72
2022-09-12,S004,P0020,44,55.52,5,0,40.23
2022-09-12,S005,P0001,55,12.02,5,0,62.84
2022-09-12,S005,P0002,368,16.22,15,1,380.63
2022-09-12,S005,P0003,172,36.24,10,1,182.48
2022-09-12,S005,P0004,215,95.66,0,1,231.47
2022-09-12,S005,P0005,95,57.62,10,1,103.42
2022-09-12,S005,P0006,222,76.42,20,0,220.24
2022-09-12,S005,P0007,49,23.06,20,1,47.18
2022-09-12,S005,P0008,18,14.41,20,0,13.63
2022-09-12,S005,P0009,254,43.63,10,1,266.15
2022-09-12,S005,P0010,108,85.6,10,1,109.93
2022-09-12,S005,P0011,24,41.43,15,1,28.7
2022-09-12,S005,P0012,278,26.84,0,1,282.26
2022-09-12,S005,P0013,220,71.13,0,1,232.17
2022-09-12,S005,P0014,32,46.22,5,0,34.04
2022-09-12,S005,P0015,57,98.16,0,1,75.42
2022-09-12,S005,P0016,169,27.79,0,1,164.06
2022-09-12,S005,P0017,42,29.94,10,0,33.66
2022-09-12,S005,P0018,19,70.1,0,0,23.35
2022-09-12,S005,P0019,97,84.53,5,0,107.3
2022-09-12,S005,P0020,0,23.2,15,0,-0.36
2022-09-13,S001,P0001,461,85.21,20,1,468.44
2022-09-13,S001,P0002,66,48.14,5,1,80.98
2022-09-13,S001,P0003,115,70.99,15,0,111.65
2022-09-13,S001,P0004,360,80.8,15,1,361.09
2022-09-13,S001,P0005,158,41.44,0,0,176.45
2022-09-13,S001,P0006,97,30.29,5,1,92.04
2022-09-13,S001,P0007,120,11.2,20,1,120.94
2022-09-13,S001,P0008,485,40.43,15,1,479.85
2022-09-13,S001,P0009,76,55.52,15,0,68.81
2022-09-13,S001,P0010,72,46.06,5,0,75.74
2022-09-13,S001,P0011,188,30.81,10,1,192.31
2022-09-13,S001,P0012,2,47.0,15,0,17.61
2022-09-13,S001,P0013,255,66.26,10,0,245.69
2022-09-13,S001,P0014,144,89.01,20,0,138.43
2022-09-13,S001,P0015,115,80.96,5,0,116.07
2022-09-13,S001,P0016,24,92.33,20,1,25.97
2022-09-13,S001,P0017,95,77.42,15,1,105.3
2022-09-13,S001,P0018,122,58.71,15,1,126.96
2022-09-13,S001,P0019,57,33.86,15,1,47.72
2022-09-13,S001,P0020,82,42.77,0,0,77.41
2022-09-13,S002,P0001,335,57.28,15,1,350.35
2022-09-13,S002,P0002,79,84.1,0,0,75.77
2022-09-13,S002,P0003,4,99.42,5,1,15.92
2022-09-13,S002,P0004,90,25.37,5,0,108.54
2022-09-13,S002,P0005,239,16.25,5,1,249.32
2022-09-13,S002,P0006,245,30.47,15,1,235.12
2022-09-13,S002,P0007,204,30.31,10,0,200.66
2022-09-13,S002,P0008,105,45.83,20,0,104.02
2022-09-13,S002,P0009,53,85.57,15,0,53.06
2022-09-13,S002,P0010,425,65.6,5,0,415.86
2022-09-13,S002,P0011,110,98.71,10,0,117.54
2022-09-13,S002,P0012,127,90.96,15,0,129.74
2022-09-13,S002,P0013,76,56.22,20,1,92.31
2022-09-13,S002,P0014,17,10.1,20,1,24.38
2022-09-13,S002,P0015,114,11.89,10,0,119.99
2022-09-13,S002,P0016,13,27.71,10,0,16.53
2022-09-13,S002,P0017,313,77.7,0,0,306.58
2022-09-13,S002,P0018,179,52.69,5,1,188.44
2022-09-13,S002,P0019,234,84.15,20,0,224.93
2022-09-13,S002,P0020,20,50.44,10,1,17.52
2022-09-13,S003,P0001,156,76.59,10,0,162.94
2022-09-13,S003,P0002,110,52.77,0,1,113.59
2022-09-13,S003,P0003,59,83.32,15,0,49.95
2022-09-13,S003,P0004,180,67.21,10,0,174.21
2022-09-13,S003,P0005,309,83.9,0,1,328.5
2022-09-13,S003,P0006,33,35.69,5,0,41.91
2022-09-13,S003,P0007,26,60.05,20,0,27.81
2022-09-13,S003,P0008,249,87.68,0,1,261.97
2022-09-13,S003,P0009,13,83.62,10,0,4.54
2022-09-13,S003,P0010,130,63.38,20,0,149.07
2022-09-13,S003,P0011,437,16.66,20,0,441.72
2022-09-13,S003,P0012,314,49.29,5,0,305.39
2022-09-13,S003,P0013,204,41.74,20,0,219.44
2022-09-13,S003,P0014,305,23.83,0,1,300.39
2022-09-13,S003,P0015,182,11.25,5,1,194.27
2022-09-13,S003,P0016,242,15.47,0,0,260.3
2022-09-13,S003,P0017,76,66.06,10,1,69.13
2022-09-13,S003,P0018,39,60.67,5,1,53.73
2022-09-13,S003,P0019,131,60.14,15,0,148.27
2022-09-13,S003,P0020,244,86.6,20,1,247.16
2022-09-13,S004,P0001,392,88.79,10,0,402.55
2022-09-13,S004,P0002,93,99.12,0,1,101.81
2022-09-13,S004,P0003,66,91.71,10,1,73.4
2022-09-13,S004,P0004,66,92.91,20,1,69.63
2022-09-13,S004,P0005,31,84.8,20,1,49.36
2022-09-13,S004,P0006,171,46.63,10,1,173.29
2022-09-13,S004,P0007,139,99.63,5,1,146.67
2022-09-13,S004,P0008,79,65.33,20,1,70.28
2022-09-13,S004,P0009,14,34.98,10,1,22.12
2022-09-13,S004,P0010,46,21.82,10,0,63.5
2022-09-13,S004,P0011,105,64.05,0,1,109.7
2022-09-13,S004,P0012,67,58.96,10,1,85.64
2022-09-13,S004,P0013,10,73.02,5,1,24.73
2022-09-13,S004,P0014,151,20.83,20,1,164.66
2022-09-13,S004,P0015,14,93.52,20,1,25.92
2022-09-13,S004,P0016,105,34.55,0,0,113.68
2022-09-13,S004,P0017,44,57.77,5,1,50.65
2022-09-13,S004,P0018,49,64.79,10,1,59.61
2022-09-13,S004,P0019,93,23.27,15,1,96.66
2022-09-13,S004,P0020,463,10.37,5,0,471.72
2022-09-13,S005,P0001,87,63.77,5,1,104.28
2022-09-13,S005,P0002,162,51.39,0,0,166.01
2022-09-13,S005,P0003,60,19.16,20,0,72.82
2022-09-13,S005,P0004,111,87.96,15,0,117.99
2022-09-13,S005,P0005,162,92.4,5,1,174.74
2022-09-13,S005,P0006,5,48.07,10,1,-4.55
2022-09-13,S005,P0007,350,92.7,5,0,354.62
2022-09-13,S005,P0008,227,18.53,15,0,226.17
2022-09-13,S005,P0009,468,85.22,15,1,479.03
2022-09-13,S005,P0010,66,17.57,15,1,75.78
2022-09-13,S005,P0011,288,44.03,15,0,294.75
2022-09-13,S005,P0012,3,11.05,10,0,0.05
2022-09-13,S005,P0013,10,54.17,5,1,21.0
2022-09-13,S005,P0014,79,56.94,10,0,84.49
2022-09-13,S005,P0015,298,46.0,15,0,315.24
2022-09-13,S005,P0016,284,79.42,5,1,284.7
2022-09-13,S005,P0017,114,78.79,15,0,114.3
2022-09-13,S005,P0018,15,48.53,10,0,24.06
2022-09-13,S005,P0019,155,72.68,0,1,170.41
2022-09-13,S005,P0020,33,53.68,20,1,35.0
2022-09-14,S001,P0001,89,56.58,0,0,86.33
2022-09-14,S001,P0002,10,38.27,0,1,12.11
2022-09-14,S001,P0003,330,65.83,5,1,329.2
2022-09-14,S001,P0004,403,91.3,0,0,402.99
2022-09-14,S001,P0005,224,49.21,5,1,216.9
2022-09-14,S001,P0006,58,31.97,15,0,64.84
2022-09-14,S001,P0007,86,22.4,15,0,82.28
2022-09-14,S001,P0008,105,93.24,5,0,104.59
2022-09-14,S001,P0009,25,11.8,15,0,33.77
2022-09-14,S001,P0010,53,24.84,15,0,52.09
2022-09-14,S001,P0011,35,83.27,20,1,46.09
2022-09-14,S001,P0012,125,37.74,0,1,130.97
2022-09-14,S001,P0013,185,91.69,20,0,197.0
2022-09-14,S001,P0014,243,67.68,5,0,250.95
2022-09-14,S001,P0015,106,18.78,15,0,110.08
2022-09-14,S001,P0016,37,93.04,10,1,43.09
2022-09-14,S001,P0017,223,67.18,5,1,215.61
2022-09-14,S001,P0018,52,90.95,5,0,65.56
2022-09-14,S001,P0019,40,47.82,0,1,30.79
2022-09-14,S001,P0020,224,14.3,15,1,230.3
2022-09-14,S002,P0001,11,61.91,20,0,21.26
2022-09-14,S002,P0002,82,45.32,15,1,83.69
2022-09-14,S002,P0003,5,82.79,0,0,22.01
2022-09-14,S002,P0004,19,20.51,20,1,32.38
2022-09-14,S002,P0005,18,31.46,5,1,13.36
2022-09-14,S002,P0006,81,91.29,0,0,73.19
2022-09-14,S002,P0007,21,12.47,20,1,36.89
2022-09-14,S002,P0008,4,95.42,0,1,23.51
2022-09-14,S002,P0009,14,81.37,0,0,29.6
2022-09-14,S002,P0010,47,47.99,15,0,51.24
2022-09-14,S002,P0011,42,47.71,5,0,51.13
2022-09-14,S002,P0012,48,40.66,5,1,51.78
2022-09-14,S002,P0013,252,44.77,0,0,265.79
2022-09-14,S002,P0014,68,55.36,5,0,58.33
2022-09-14,S002,P0015,251,62.17,20,0,252.54
2022-09-14,S002,P0016,238,28.66,20,1,244.9
2022-09-14,S002,P0017,247,97.54,10,0,237.06
2022-09-14,S002,P0018,156,71.13,10,1,160.72
2022-09-14,S002,P0019,352,30.57,20,0,363.94
2022-09-14,S002,P0020,53,75.0,5,1,46.03
2022-09-14,S003,P0001,100,92.0,5,1,102.5
2022-09-14,S003,P0002,43,85.25,20,1,47.09
2022-09-14,S003,P0003,181,71.96,20,0,175.88
2022-09-14,S003,P0004,66,26.48,20,0,63.83
2022-09-14,S003,P0005,188,61.54,20,0,199.76
2022-09-14,S003,P0006,456,67.95,0,0,455.65
2022-09-14,S003,P0007,14,72.28,10,0,14.0
2022-09-14,S003,P0008,236,44.44,20,0,254.37
2022-09-14,S003,P0009,54,88.81,5,1,45.48
2022-09-14,S003,P0010,167,74.93,15,0,185.28
2022-09-14,S003,P0011,29,90.8,0,0,23.9
2022-09-14,S003,P0012,29,24.12,10,0,43.82
2022-09-14,S003,P0013,145,56.29,15,1,141.0
2022-09-14,S003,P0014,461,55.81,20,1,473.99
2022-09-14,S003,P0015,261,85.98,15,0,278.1
2022-09-14,S003,P0016,87,63.16,15,1,94.52
2022-09-14,S003,P0017,161,58.96,5,0,158.63
2022-09-14,S003,P0018,31,95.77,0,1,50.86
2022-09-14,S003,P0019,169,13.29,20,1,178.83
2022-09-14,S003,P0020,165,31.38,10,1,170.67
2022-09-14,S004,P0001,151,94.95,15,0,141.92
2022-09-14,S004,P0002,326,49.09,20,0,327.49
2022-09-14,S004,P0003,247,38.89,10,1,260.32
2022-09-14,S004,P0004,121,24.62,5,0,130.25
2022-09-14,S004,P0005,368,60.37,5,0,366.43
2022-09-14,S004,P0006,38,38.7,0,1,38.52
2022-09-14,S004,P0007,15,84.81,0,1,32.14
2022-09-14,S004,P0008,125,56.99,5,1,118.58
2022-09-14,S004,P0009,103,71.98,15,1,108.41
2022-09-14,S004,P0010,50,42.95,10,1,53.92
2022-09-14,S004,P0011,199,28.03,15,0,203.04
2022-09-14,S004,P0012,273,83.22,0,1,279.27
2022-09-14,S004,P0013,270,48.72,0,0,273.32
2022-09-14,S004,P0014,197,10.97,20,0,187.79
2022-09-14,S004,P0015,21,89.3,0,0,16.81
2022-09-14,S004,P0016,174,99.79,5,0,167.64
2022-09-14,S004,P0017,183,64.0,10,1,173.06
2022-09-14,S004,P0018,51,22.09,5,0,45.11
2022-09-14,S004,P0019,126,59.67,5,0,121.75
2022-09-14,S004,P0020,26,98.77,0,0,41.93
2022-09-14,S005,P0001,107,27.35,10,0,121.86
2022-09-14,S005,P0002,65,53.01,20,1,78.85
2022-09-14,S005,P0003,317,81.39,5,1,330.99
2022-09-14,S005,P0004,117,47.86,10,0,108.19
2022-09-14,S005,P0005,192,30.47,10,0,190.31
2022-09-14,S005,P0006,29,78.21,0,1,35.63
2022-09-14,S005,P0007,168,19.86,15,0,173.57
2022-09-14,S005,P0008,113,42.25,0,1,128.76
2022-09-14,S005,P0009,85,17.12,20,1,77.24
2022-09-14,S005,P0010,70,50.81,15,1,88.38
2022-09-14,S005,P0011,133,13.02,15,0,132.24
2022-09-14,S005,P0012,251,54.7,10,0,260.2
2022-09-14,S005,P0013,65,26.07,0,1,81.4
2022-09-14,S005,P0014,43,23.05,5,0,44.97
2022-09-14,S005,P0015,12,56.01,20,0,17.3
2022-09-14,S005,P0016,469,78.11,10,0,474.73
2022-09-14,S005,P0017,133,37.71,15,0,124.66
2022-09-14,S005,P0018,52,44.99,10,1,45.21
2022-09-14,S005,P0019,129,53.93,0,0,120.04
2022-09-14,S005,P0020,42,19.47,20,0,41.1
2022-09-15,S001,P0001,380,52.62,15,1,385.57
2022-09-15,S001,P0002,93,25.88,15,0,93.68
2022-09-15,S001,P0003,306,23.25,5,1,309.45
2022-09-15,S001,P0004,324,93.04,5,1,322.59
2022-09-15,S001,P0005,66,55.72,20,1,68.19
2022-09-15,S001,P0006,64,35.34,15,0,60.54
2022-09-15,S001,P0007,25,59.81,10,0,26.33
2022-09-15,S001,P0008,70,16.03,0,0,82.4
2022-09-15,S001,P0009,58,97.14,20,0,53.28
2022-09-15,S001,P0010,38,58.79,5,0,57.59
2022-09-15,S001,P0011,18,30.76,5,1,36.86
2022-09-15,S001,P0012,27,96.55,20,1,32.38
2022-09-15,S001,P0013,115,31.74,5,0,128.94
2022-09-15,S001,P0014,180,87.66,0,1,185.62
2022-09-15,S001,P0015,12,46.59,15,0,25.83
2022-09-15,S001,P0016,87,39.49,0,0,106.36
2022-09-15,S001,P0017,69,87.89,0,0,87.95
2022-09-15,S001,P0018,14,23.94,20,0,31.95
2022-09-15,S001,P0019,209,33.33,0,0,218.39
2022-09-15,S001,P0020,86,83.06,15,0,82.93
2022-09-15,S002,P0001,425,40.24,5,1,419.57
2022-09-15,S002,P0002,18,52.84,15,1,36.87
2022-09-15,S002,P0003,83,18.29,5,0,90.37
2022-09-15,S002,P0004,35,89.57,20,1,27.16
2022-09-15,S002,P0005,74,75.34,15,0,92.42
2022-09-15,S002,P0006,311,38.18,5,1,320.7
2022-09-15,S002,P0007,328,56.96,0,0,343.99
2022-09-15,S002,P0008,195,45.8,5,1,202.94
2022-09-15,S002,P0009,122,23.84,5,0,135.7
2022-09-15,S002,P0010,56,71.88,0,0,50.75
2022-09-15,S002,P0011,118,78.86,20,1,109.08
2022-09-15,S002,P0012,165,83.98,0,0,166.91
2022-09-15,S002,P0013,36,46.05,5,1,32.39
2022-09-15,S002,P0014,192,93.75,20,0,209.98
2022-09-15,S002,P0015,290,23.84,5,0,308.89
2022-09-15,S002,P0016,215,44.98,15,1,205.71
2022-09-15,S002,P0017,21,50.37,20,1,38.15
2022-09-15,S002,P0018,39,14.97,10,1,55.01
2022-09-15,S002,P0019,14,60.71,10,0,15.4
2022-09-15,S002,P0020,148,26.71,15,0,141.45
2022-09-15,S003,P0001,47,62.04,10,1,63.5
2022-09-15,S003,P0002,288,53.59,10,1,282.7
2022-09-15,S003,P0003,280,16.29,15,1,298.35
2022-09-15,S003,P0004,317,53.57,10,0,317.64
2022-09-15,S003,P0005,238,24.33,5,0,246.23
2022-09-15,S003,P0006,165,41.18,20,1,169.65
2022-09-15,S003,P0007,52,17.77,0,0,46.34
2022-09-15,S003,P0008,0,13.36,15,0,-3.27
2022-09-15,S003,P0009,176,36.8,0,1,178.37
2022-09-15,S003,P0010,364,48.06,20,1,354.43
2022-09-15,S003,P0011,149,18.2,10,1,152.02
2022-09-15,S003,P0012,22,24.64,20,0,12.52
2022-09-15,S003,P0013,113,64.51,0,1,124.07
2022-09-15,S003,P0014,109,64.01,5,1,104.23
2022-09-15,S003,P0015,77,89.18,10,0,83.12
2022-09-15,S003,P0016,48,90.41,5,1,60.45
2022-09-15,S003,P0017,204,74.21,5,0,205.06
2022-09-15,S003,P0018,86,85.76,0,0,82.61
2022-09-15,S003,P0019,58,97.2,15,0,77.31
2022-09-15,S003,P0020,44,94.69,10,0,38.97
2022-09-15,S004,P0001,30,62.84,10,0,21.42
2022-09-15,S004,P0002,24,30.06,20,1,14.43
2022-09-15,S004,P0003,194,48.36,5,1,206.68
2022-09-15,S004,P0004,391,94.85,10,0,406.38
2022-09-15,S004,P0005,65,55.15,0,0,65.8
2022-09-15,S004,P0006,69,37.88,15,0,69.27
2022-09-15,S004,P0007,105,69.87,15,0,111.07
2022-09-15,S004,P0008,44,91.49,5,1,47.73
2022-09-15,S004,P0009,307,87.24,10,0,301.13
2022-09-15,S004,P0010,68,51.81,0,0,79.12
2022-09-15,S004,P0011,57,64.59,10,1,68.58
2022-09-15,S004,P0012,75,41.2,15,1,83.4
2022-09-15,S004,P0013,343,89.92,5,0,348.98
2022-09-15,S004,P0014,22,64.39,5,0,40.83
2022-09-15,S004,P0015,58,53.46,20,1,53.84
2022-09-15,S004,P0016,343,92.61,10,1,350.91
2022-09-15,S004,P0017,161,67.06,15,0,180.17
2022-09-15,S004,P0018,57,11.37,0,1,60.77
2022-09-15,S004,P0019,237,15.92,5,0,248.12
2022-09-15,S004,P0020,32,15.15,15,1,25.51
2022-09-15,S005,P0001,287,94.45,0,1,286.08
2022-09-15,S005,P0002,6,54.93,0,0,-3.2
2022-09-15,S005,P0003,92,56.34,10,1,86.83
2022-09-15,S005,P0004,277,43.72,15,1,294.67
2022-09-15,S005,P0005,127,80.2,10,0,117.53
2022-09-15,S005,P0006,402,33.91,5,1,416.18
2022-09-15,S005,P0007,45,63.68,0,1,35.1
2022-09-15,S005,P0008,428,59.71,10,1,439.86
2022-09-15,S005,P0009,127,67.3,0,1,135.44
2022-09-15,S005,P0010,15,48.07,0,1,7.71
2022-09-15,S005,P0011,88,15.67,20,1,92.02
2022-09-15,S005,P0012,57,18.06,10,1,68.1
2022-09-15,S005,P0013,336,63.09,5,0,326.23
2022-09-15,S005,P0014,86,13.58,10,1,98.63
2022-09-15,S005,P0015,82,63.89,5,0,97.89
2022-09-15,S005,P0016,144,44.75,20,0,150.13
2022-09-15,S005,P0017,276,44.32,0,0,292.77
2022-09-15,S005,P0018,161,46.34,10,0,154.27
2022-09-15,S005,P0019,30,45.29,5,1,21.2
2022-09-15,S005,P0020,190,71.4,0,0,200.78
2022-09-16,S001,P0001,64,90.5,20,1,82.19
2022-09-16,S001,P0002,326,86.27,20,1,343.85
2022-09-16,S001,P0003,5,46.0,15,1,14.86
2022-09-16,S001,P0004,141,27.04,20,1,157.92
2022-09-16,S001,P0005,8,43.97,20,0,2.34
2022-09-16,S001,P0006,270,83.76,0,0,284.19
2022-09-16,S001,P0007,259,30.1,0,1,267.08
2022-09-16,S001,P0008,32,26.67,10,0,26.57
2022-09-16,S001,P0009,76,95.55,20,1,71.16
2022-09-16,S001,P0010,212,38.26,5,1,226.14
2022-09-16,S001,P0011,46,64.91,20,1,49.45
2022-09-16,S001,P0012,56,99.63,10,0,66.4
2022-09-16,S001,P0013,221,87.77,5,1,239.78
2022-09-16,S001,P0014,85,13.67,15,1,96.69
2022-09-16,S001,P0015,137,43.49,20,1,133.65
2022-09-16,S001,P0016,17,81.51,15,1,36.19
2022-09-16,S001,P0017,239,78.85,15,0,254.68
2022-09-16,S001,P0018,42,67.78,20,1,43.98
2022-09-16,S001,P0019,306,68.61,20,0,311.12
2022-09-16,S001,P0020,59,52.77,20,0,71.6
2022-09-16,S002,P0001,109,70.27,10,0,103.63
2022-09-16,S002,P0002,253,52.53,20,0,246.27
2022-09-16,S002,P0003,52,67.84,15,1,66.92
2022-09-16,S002,P0004,131,76.65,15,0,135.74
2022-09-16,S002,P0005,87,90.51,20,0,77.82
2022-09-16,S002,P0006,164,34.17,15,1,164.93
2022-09-16,S002,P0007,75,78.33,10,1,80.8
2022-09-16,S002,P0008,302,40.16,5,0,298.34
2022-09-16,S002,P0009,354,46.54,10,0,354.92
2022-09-16,S002,P0010,85,37.87,15,1,78.86
2022-09-16,S002,P0011,96,34.15,5,0,90.43
2022-09-16,S002,P0012,30,79.57,10,0,27.77
2022-09-16,S002,P0013,180,56.33,20,1,183.98
2022-09-16,S002,P0014,286,66.89,0,1,296.55
2022-09-16,S002,P0015,114,29.67,0,1,114.08
2022-09-16,S002,P0016,141,15.91,5,1,140.6
2022-09-16,S002,P0017,194,38.14,20,1,194.97
2022-09-16,S002,P0018,0,95.99,5,1,7.97
2022-09-16,S002,P0019,120,27.32,0,0,110.58
2022-09-16,S002,P0020,16,87.41,15,1,18.4
2022-09-16,S003,P0001,53,11.67,0,1,55.32
2022-09-16,S003,P0002,2,26.36,10,1,0.21
2022-09-16,S003,P0003,103,16.74,0,0,105.3
2022-09-16,S003,P0004,41,91.6,20,1,31.76
2022-09-16,S003,P0005,99,46.46,5,0,110.85
2022-09-16,S003,P0006,51,23.41,20,1,56.34
2022-09-16,S003,P0007,35,71.74,0,0,31.48
2022-09-16,S003,P0008,104,78.9,5,1,111.96
2022-09-16,S003,P0009,47,16.1,15,1,37.11
2022-09-16,S003,P0010,19,70.89,10,0,17.71
2022-09-16,S003,P0011,115,80.99,15,0,129.34
2022-09-16,S003,P0012,1,79.33,15,0,-6.55
2022-09-16,S003,P0013,191,64.29,5,1,186.71
2022-09-16,S003,P0014,239,11.5,20,0,239.91
2022-09-16,S003,P0015,68,35.83,0,1,69.81
2022-09-16,S003,P0016,155,82.16,10,1,145.27
2022-09-16,S003,P0017,225,64.52,15,0,222.42
2022-09-16,S003,P0018,105,63.01,15,1,115.87
2022-09-16,S003,P0019,13,50.23,10,1,23.04
2022-09-16,S003,P0020,340,42.55,20,1,357.92
2022-09-16,S004,P0001,130,12.94,15,0,125.09
2022-09-16,S004,P0002,110,11.48,15,1,126.12
2022-09-16,S004,P0003,67,82.42,0,0,83.28
2022-09-16,S004,P0004,61,69.25,0,0,57.66
2022-09-16,S004,P0005,20,97.55,10,0,36.17
2022-09-16,S004,P0006,34,65.62,0,0,53.81
2022-09-16,S004,P0007,94,90.81,5,1,111.23
2022-09-16,S004,P0008,93,12.83,20,1,86.93
2022-09-16,S004,P0009,23,72.57,5,1,16.33
2022-09-16,S004,P0010,453,19.38,5,0,458.11
2022-09-16,S004,P0011,70,91.27,0,0,60.93
2022-09-16,S004,P0012,176,39.17,5,1,176.28
2022-09-16,S004,P0013,55,85.08,5,0,62.37
2022-09-16,S004,P0014,87,54.52,20,0,101.64
2022-09-16,S004,P0015,337,77.35,5,0,333.92
2022-09-16,S004,P0016,403,14.49,15,0,394.2
2022-09-16,S004,P0017,100,50.32,15,1,112.74
2022-09-16,S004,P0018,58,53.13,10,0,73.7
2022-09-16,S004,P0019,98,51.33,15,1,95.83
2022-09-16,S004,P0020,70,66.79,0,0,65.94
2022-09-16,S005,P0001,80,11.45,10,0,82.84
2022-09-16,S005,P0002,129,12.87,15,0,137.99
2022-09-16,S005,P0003,55,23.36,5,1,47.13
2022-09-16,S005,P0004,20,61.42,15,0,24.33
2022-09-16,S005,P0005,115,99.59,20,0,105.26
2022-09-16,S005,P0006,45,33.22,15,1,44.35
2022-09-16,S005,P0007,6,42.35,20,0,0.43
2022-09-16,S005,P0008,250,58.26,5,1,257.7
2022-09-16,S005,P0009,62,10.83,10,0,53.78
2022-09-16,S005,P0010,38,29.03,10,0,45.94
2022-09-16,S005,P0011,223,51.28,0,0,234.56
